linha_base,direcao_base,total_pontos_linha_base,linha_compartilhada,direcao_compartilhada,num_pontos_compartilhados,percentual_cobertura,pontos_compartilhados
645,Ida,62,2802,Ida,15,24.19,"Afrânio Costa, Barra Garden, BarraShopping, Comitê Olímpico do Brasil, Coronel Paulo Malta Rezende, Dalcidio Jurandir, Estação Parque das Rosas, Estação Paulo Malta Resende, Evandro Lins e Silva, Gilberto Amado, ION Intelligent Center, Jornalista Ricardo Marinho, Parque das Rosas, Passarela da Barra, Paulo Mazzucchelli"
645,Ida,62,2804,Ida,15,24.19,"Afrânio Costa, Barra Garden, BarraShopping, Comitê Olímpico do Brasil, Coronel Paulo Malta Rezende, Dalcidio Jurandir, Estação Parque das Rosas, Estação Paulo Malta Resende, Evandro Lins e Silva, Gilberto Amado, ION Intelligent Center, Jornalista Ricardo Marinho, Parque das Rosas, Passarela da Barra, Paulo Mazzucchelli"
645,Ida,62,2338,Ida,14,22.58,"Afrânio Costa, Barra Garden, BarraShopping, Comitê Olímpico do Brasil, Coronel Paulo Malta Rezende, Dalcidio Jurandir, Estação Parque das Rosas, Estação Paulo Malta Resende, Evandro Lins e Silva, ION Intelligent Center, Jornalista Ricardo Marinho, Parque das Rosas, Passarela da Barra, Paulo Mazzucchelli"
645,Ida,62,181,Ida,15,24.19,"Afrânio Costa, Barra Garden, BarraShopping, Comitê Olímpico do Brasil, Coronel Paulo Malta Rezende, Dalcidio Jurandir, Estação Parque das Rosas, Estação Paulo Malta Resende, Evandro Lins e Silva, ION Intelligent Center, Jornalista Ricardo Marinho, Metrô Jardim Oceânico :: Ônibus Convencionais, Parque das Rosas, Passarela da Barra, Paulo Mazzucchelli"
645,Ida,62,217,Ida,3,4.84,"Abelardo Chacrinha Barbosa, Henry Ford, Metrô Uruguai"
645,Ida,62,220,Ida,14,22.58,"Abelardo Chacrinha Barbosa, Agostinho, Alves de Brito, Colégio Marista São José, Garibaldi, Henry Ford, Hospital São Francisco, Igreja Nossa Senhora da Conceição, Medeiros Pássaro, Metrô Uruguai, Natalina, Praça Saens Peña, Santa Carolina, Vicente de Cabo Frio"
645,Ida,62,229,Ida,14,22.58,"Abelardo Chacrinha Barbosa, Agostinho, Alves de Brito, Colégio Marista São José, Garibaldi, Henry Ford, Hospital São Francisco, Igreja Nossa Senhora da Conceição, Medeiros Pássaro, Metrô Uruguai, Natalina, Praça Saens Peña, Santa Carolina, Vicente de Cabo Frio"
645,Ida,62,409,Ida,1,1.61,Praça Saens Peña
645,Ida,62,410,Ida,1,1.61,Praça Saens Peña
645,Ida,62,415,Ida,14,22.58,"Abelardo Chacrinha Barbosa, Agostinho, Alves de Brito, Colégio Marista São José, Garibaldi, Henry Ford, Hospital São Francisco, Igreja Nossa Senhora da Conceição, Medeiros Pássaro, Metrô Uruguai, Natalina, Praça Saens Peña, Santa Carolina, Vicente de Cabo Frio"
645,Ida,62,SN415,Ida,14,22.58,"Abelardo Chacrinha Barbosa, Agostinho, Alves de Brito, Colégio Marista São José, Garibaldi, Henry Ford, Hospital São Francisco, Igreja Nossa Senhora da Conceição, Medeiros Pássaro, Metrô Uruguai, Natalina, Praça Saens Peña, Santa Carolina, Vicente de Cabo Frio"
645,Ida,62,426,Ida,14,22.58,"Abelardo Chacrinha Barbosa, Agostinho, Alves de Brito, Colégio Marista São José, Garibaldi, Henry Ford, Hospital São Francisco, Igreja Nossa Senhora da Conceição, Medeiros Pássaro, Metrô Uruguai, Natalina, Praça Saens Peña, Santa Carolina, Vicente de Cabo Frio"
645,Ida,62,603,Volta,1,1.61,"Ponto Final: Saens Peña :: 603, 626, 645"
645,Ida,62,603,Ida,9,14.52,"Abelardo Chacrinha Barbosa, Alves de Brito, Garibaldi, Henry Ford, Metrô Uruguai, Natalina, Ponto Final: Saens Peña :: 603, 626, 645, Praça Saens Peña, Vicente de Cabo Frio"
645,Ida,62,608,Ida,3,4.84,"Abelardo Chacrinha Barbosa, Henry Ford, Metrô Uruguai"
645,Ida,62,626,Volta,9,14.52,"Abelardo Chacrinha Barbosa, Alves de Brito, Garibaldi, Henry Ford, Metrô Uruguai, Natalina, Ponto Final: Saens Peña :: 603, 626, 645, Praça Saens Peña, Vicente de Cabo Frio"
645,Ida,62,626,Ida,1,1.61,"Ponto Final: Saens Peña :: 603, 626, 645"
645,Ida,62,448,Ida,7,11.29,"Agrícola, EDI José da Silva Araújo, Furnas, 1805, Gávea Pequena, José Botelho Souza, Mata Machado, Tijuaçu"
645,Ida,62,448,Volta,1,1.61,Gávea Pequena
645,Ida,62,553,Ida,15,24.19,"Afrânio Costa, Barra Garden, BarraShopping, Comitê Olímpico do Brasil, Coronel Paulo Malta Rezende, Dalcidio Jurandir, Estação Parque das Rosas, Estação Paulo Malta Resende, Evandro Lins e Silva, ION Intelligent Center, Jornalista Ricardo Marinho, Metrô Jardim Oceânico :: Ônibus Convencionais, Parque das Rosas, Passarela da Barra, Paulo Mazzucchelli"
645,Ida,62,SP553,Ida,15,24.19,"Afrânio Costa, Barra Garden, BarraShopping, Comitê Olímpico do Brasil, Coronel Paulo Malta Rezende, Dalcidio Jurandir, Estação Parque das Rosas, Estação Paulo Malta Resende, Evandro Lins e Silva, ION Intelligent Center, Jornalista Ricardo Marinho, Metrô Jardim Oceânico :: Ônibus Convencionais, Parque das Rosas, Passarela da Barra, Paulo Mazzucchelli"
645,Ida,62,SN554,Ida,15,24.19,"Afrânio Costa, Barra Garden, BarraShopping, Comitê Olímpico do Brasil, Coronel Paulo Malta Rezende, Dalcidio Jurandir, Estação Parque das Rosas, Estação Paulo Malta Resende, Evandro Lins e Silva, ION Intelligent Center, Jornalista Ricardo Marinho, Metrô Jardim Oceânico :: Ônibus Convencionais, Parque das Rosas, Passarela da Barra, Paulo Mazzucchelli"
645,Ida,62,SPA550,Volta,7,11.29,"Condomínio Itanhanga Hills, Doutor Luiz Capriglione, Fonseca Costa, Passarela da Barra, Poeta Khalil Gibran, Praça do Aleijadinho, Praça Senador Melo Viera"
645,Ida,62,SPA550,Ida,3,4.84,"Metrô Jardim Oceânico :: Ônibus Convencionais, Passarela da Barra, Paulo Mazzucchelli"
645,Ida,62,957,Ida,2,3.23,"Metrô Jardim Oceânico :: Ônibus Convencionais, Paulo Mazzucchelli"
645,Ida,62,990,Ida,16,25.81,"Afrânio Costa, Barra Garden, BarraShopping, Comitê Olímpico do Brasil, Coronel Paulo Malta Rezende, Dalcidio Jurandir, Estação Parque das Rosas, Estação Paulo Malta Resende, Evandro Lins e Silva, Gilberto Amado, ION Intelligent Center, Jornalista Ricardo Marinho, Metrô Jardim Oceânico :: Ônibus Convencionais, Parque das Rosas, Passarela da Barra, Paulo Mazzucchelli"
645,Ida,62,416,Ida,1,1.61,Praça Saens Peña
645,Ida,62,552,Volta,2,3.23,"Metrô Jardim Oceânico :: Ônibus Convencionais, Paulo Mazzucchelli"
645,Ida,62,554,Ida,15,24.19,"Afrânio Costa, Barra Garden, BarraShopping, Comitê Olímpico do Brasil, Coronel Paulo Malta Rezende, Dalcidio Jurandir, Estação Parque das Rosas, Estação Paulo Malta Resende, Evandro Lins e Silva, ION Intelligent Center, Jornalista Ricardo Marinho, Metrô Jardim Oceânico :: Ônibus Convencionais, Parque das Rosas, Passarela da Barra, Paulo Mazzucchelli"
645,Ida,62,558,Ida,3,4.84,"Metrô Jardim Oceânico :: Ônibus Convencionais, Passarela da Barra, Paulo Mazzucchelli"
645,Ida,62,558,Volta,7,11.29,"Condomínio Itanhanga Hills, Doutor Luiz Capriglione, Fonseca Costa, Passarela da Barra, Poeta Khalil Gibran, Praça do Aleijadinho, Praça Senador Melo Viera"
645,Ida,62,881,Volta,1,1.61,BarraShopping
645,Ida,62,301,Ida,1,1.61,Terminal Alvorada :: Plataforma D13
645,Ida,62,301,Volta,61,98.39,"Abelardo Chacrinha Barbosa, Afrânio Costa, Agostinho, Agrícola, Alves de Brito, Amado Nervo, Barra Garden, BarraShopping, CMS Nicola Albano, Colégio Marista São José, Comitê Olímpico do Brasil, Condomínio Itanhanga Hills, Coronel Paulo Malta Rezende, Curva do Violão, Dalcidio Jurandir, Doutor Luiz Capriglione, EDI José da Silva Araújo, Ernani Agrícola, Escola Municipal Mário Faccini, Estação Parque das Rosas, Estação Paulo Malta Resende, Estrada Velha da Tijuca, Evandro Lins e Silva, Ferreira de Almeida, Fonseca Costa, Fontes Castelo, Furnas, Furnas, 1805, Furnas, 3800, Garibaldi, Gávea Pequena, Gilberto Amado, Henry Ford, Hospital São Francisco, Igreja Nossa Senhora da Conceição, ION Intelligent Center, Jacamim, Jornalista Ricardo Marinho, José Botelho Souza, Mata Machado, Medeiros Pássaro, Metrô Jardim Oceânico :: Ônibus Convencionais, Metrô Uruguai, Muçu, Natalina, Parque das Rosas, Passarela da Barra, Passarela da Barra, Paulo Mazzucchelli, Poeta Khalil Gibran, Praça Afonso Viseu, Praça do Aleijadinho, Praça Saens Peña, Praça Senador Melo Viera, Raimundo Castro Maia, Santa Carolina, São Miguel, São Rafael, Terminal Alvorada :: Plataforma D13, Tijuaçu, Vicente de Cabo Frio"
645,Ida,62,606,Ida,3,4.84,"Abelardo Chacrinha Barbosa, Henry Ford, Metrô Uruguai"
645,Ida,62,SV863,Volta,22,35.48,"Afrânio Costa, Barra Garden, BarraShopping, Comitê Olímpico do Brasil, Condomínio Itanhanga Hills, Coronel Paulo Malta Rezende, Dalcidio Jurandir, Doutor Luiz Capriglione, Estação Parque das Rosas, Estação Paulo Malta Resende, Evandro Lins e Silva, Gilberto Amado, ION Intelligent Center, Jornalista Ricardo Marinho, Metrô Jardim Oceânico :: Ônibus Convencionais, Parque das Rosas, Passarela da Barra, Passarela da Barra, Paulo Mazzucchelli, Poeta Khalil Gibran, Praça do Aleijadinho, Praça Senador Melo Viera"
645,Ida,62,548,Volta,15,24.19,"Afrânio Costa, Barra Garden, BarraShopping, Comitê Olímpico do Brasil, Coronel Paulo Malta Rezende, Dalcidio Jurandir, Estação Parque das Rosas, Estação Paulo Malta Resende, Evandro Lins e Silva, ION Intelligent Center, Jornalista Ricardo Marinho, Metrô Jardim Oceânico :: Ônibus Convencionais, Parque das Rosas, Passarela da Barra, Paulo Mazzucchelli"
645,Volta,64,636,Volta,1,1.56,Heitor Beltrão
645,Volta,64,955,Ida,1,1.56,BarraShopping - Américas
645,Volta,64,805,Ida,1,1.56,Barra Private
645,Volta,64,SPB550,Ida,8,12.5,"Barra Private, Itanhangá Golf Club, Marina Barra Clube, Metrô Jardim Oceânico, Poeta Khalil Gibran, Praça do Aleijadinho, Praça Senador Melo Viera, Waldemar Falcão"
645,Volta,64,SV692,Volta,1,1.56,BarraShopping - Américas
645,Volta,64,SV692,Ida,1,1.56,BarraShopping - Américas
645,Volta,64,634,Volta,1,1.56,Heitor Beltrão
645,Volta,64,638,Volta,1,1.56,Heitor Beltrão
645,Volta,64,SV606,Ida,1,1.56,Heitor Beltrão
645,Volta,64,SV606,Volta,1,1.56,Conde de Itaguaí
645,Volta,64,315,Volta,1,1.56,BarraShopping - Américas
645,Volta,64,343,Volta,7,10.94,"Barra Private, Itanhangá Golf Club, Marina Barra Clube, Poeta Khalil Gibran, Praça do Aleijadinho, Praça Senador Melo Viera, Waldemar Falcão"
645,Volta,64,SN302,Ida,50,78.12,"Açude, Alves de Brito, Amado Nervo, Ary Kerner, Barra Private, Biguá, BRS 2,5,7,I: Saens Peña I, Capitão Campos, Casa do Alto, Cascata, Clóvis Bevilaqua, CMS Nicola Albano, Colégio Marista São José, Conde de Itaguaí, Curva do Violão, Dona Delfina, Doutor Catrambi, EDI José da Silva Araújo, Ernani Agrícola, Escola Municipal Mário Faccini, Estrada Velha da Tijuca, Furnas, Furnas, 1805, Furnas, 3800, Gávea Pequena, Hospital São Francisco, Igreja Nossa Senhora da Conceição, Itanhangá Golf Club, Jacamim, José Botelho Souza, Marina Barra Clube, Mata Machado, Metrô Jardim Oceânico, Metrô Uruguai, Muçu, Natalina, Palácio do Alto, Paróquia Nossa Sra. da Luz, Pinto de Figueiredo, Poeta Khalil Gibran, Praça Afonso Viseu, Praça do Aleijadinho, Praça Senador Melo Viera, Radmaker, Raimundo Castro Maia, Santa Carolina, São Miguel, São Rafael, Tijuaçu, Waldemar Falcão"
645,Volta,64,550,Ida,8,12.5,"Barra Private, Itanhangá Golf Club, Marina Barra Clube, Metrô Jardim Oceânico, Poeta Khalil Gibran, Praça do Aleijadinho, Praça Senador Melo Viera, Waldemar Falcão"
645,Volta,64,555,Ida,8,12.5,"Barra Private, Itanhangá Golf Club, Marina Barra Clube, Metrô Jardim Oceânico, Poeta Khalil Gibran, Praça do Aleijadinho, Praça Senador Melo Viera, Waldemar Falcão"
645,Volta,64,557,Ida,6,9.38,"Itanhangá Golf Club, Marina Barra Clube, Poeta Khalil Gibran, Praça do Aleijadinho, Praça Senador Melo Viera, Waldemar Falcão"
645,Volta,64,565,Volta,13,20.31,"Barra Private, BarraShopping - Américas, Centro Empresarial BarraShopping, Coronel Paulo Malta Rezende, Dalcidio Jurandir, Downtown, Evandro Lins e Silva, Freeway, Jornalista Tim Lopes, José Leal da Silva, Metrô Jardim Oceânico, Senador Generoso Ponce, VillageMall"
645,Volta,64,361,Ida,1,1.56,BarraShopping - Américas
645,Volta,64,SN309,Volta,2,3.12,"Barra Private, Metrô Jardim Oceânico"
645,Volta,64,309,Volta,2,3.12,"Barra Private, Metrô Jardim Oceânico"
645,Volta,64,601,Volta,2,3.12,"BRS 2,5,7,I: Saens Peña I, Conde de Itaguaí"
645,Volta,64,601,Ida,1,1.56,Heitor Beltrão
645,Volta,64,607,Volta,1,1.56,Conde de Itaguaí
645,Volta,64,302,Ida,50,78.12,"Açude, Alves de Brito, Amado Nervo, Ary Kerner, Barra Private, Biguá, BRS 2,5,7,I: Saens Peña I, Capitão Campos, Casa do Alto, Cascata, Clóvis Bevilaqua, CMS Nicola Albano, Colégio Marista São José, Conde de Itaguaí, Curva do Violão, Dona Delfina, Doutor Catrambi, EDI José da Silva Araújo, Ernani Agrícola, Escola Municipal Mário Faccini, Estrada Velha da Tijuca, Furnas, Furnas, 1805, Furnas, 3800, Gávea Pequena, Hospital São Francisco, Igreja Nossa Senhora da Conceição, Itanhangá Golf Club, Jacamim, José Botelho Souza, Marina Barra Clube, Mata Machado, Metrô Jardim Oceânico, Metrô Uruguai, Muçu, Natalina, Palácio do Alto, Paróquia Nossa Sra. da Luz, Pinto de Figueiredo, Poeta Khalil Gibran, Praça Afonso Viseu, Praça do Aleijadinho, Praça Senador Melo Viera, Radmaker, Raimundo Castro Maia, Santa Carolina, São Miguel, São Rafael, Tijuaçu, Waldemar Falcão"
645,Volta,64,SN565,Volta,12,18.75,"Barra Private, BarraShopping - Américas, Coronel Paulo Malta Rezende, Dalcidio Jurandir, Downtown, Evandro Lins e Silva, Freeway, Jornalista Tim Lopes, José Leal da Silva, Metrô Jardim Oceânico, Senador Generoso Ponce, VillageMall"
645,Volta,64,844,Ida,1,1.56,Barra Private
645,Volta,64,SN550,Ida,8,12.5,"Barra Private, Itanhangá Golf Club, Marina Barra Clube, Metrô Jardim Oceânico, Poeta Khalil Gibran, Praça do Aleijadinho, Praça Senador Melo Viera, Waldemar Falcão"
645,Volta,64,878,Ida,8,12.5,"Barra Private, Itanhangá Golf Club, Marina Barra Clube, Metrô Jardim Oceânico, Poeta Khalil Gibran, Praça do Aleijadinho, Praça Senador Melo Viera, Waldemar Falcão"
645,Volta,64,SV878,Ida,8,12.5,"Barra Private, Itanhangá Golf Club, Marina Barra Clube, Metrô Jardim Oceânico, Poeta Khalil Gibran, Praça do Aleijadinho, Praça Senador Melo Viera, Waldemar Falcão"
645,Volta,64,SN636,Volta,2,3.12,"Heitor Beltrão, Pinto de Figueiredo"
645,Volta,64,862,Ida,18,28.12,"Barra Private, Centro Empresarial BarraShopping, Coronel Paulo Malta Rezende, Dalcidio Jurandir, Downtown, Evandro Lins e Silva, Freeway, Itanhangá Golf Club, Jornalista Tim Lopes, José Leal da Silva, Marina Barra Clube, Metrô Jardim Oceânico, Poeta Khalil Gibran, Praça do Aleijadinho, Praça Senador Melo Viera, Senador Generoso Ponce, VillageMall, Waldemar Falcão"
645,Volta,64,693,Volta,1,1.56,BarraShopping - Américas
645,Volta,64,693,Ida,1,1.56,BarraShopping - Américas
645,Volta,64,692,Ida,1,1.56,BarraShopping - Américas
645,Volta,64,692,Volta,1,1.56,BarraShopping - Américas
645,Volta,64,614,Volta,1,1.56,BarraShopping - Américas
645,Volta,64,614,Ida,1,1.56,BarraShopping - Américas
645,Volta,64,2803,Volta,13,20.31,"Barra Private, BarraShopping - Américas, Centro Empresarial BarraShopping, Coronel Paulo Malta Rezende, Dalcidio Jurandir, Downtown, Evandro Lins e Silva, Freeway, Jornalista Tim Lopes, José Leal da Silva, Metrô Jardim Oceânico, Senador Generoso Ponce, VillageMall"
645,Volta,64,900,Volta,10,15.62,"BarraShopping - Américas, Centro Empresarial BarraShopping, Coronel Paulo Malta Rezende, Dalcidio Jurandir, Evandro Lins e Silva, Freeway, Jornalista Tim Lopes, José Leal da Silva, Senador Generoso Ponce, VillageMall"
645,Volta,64,SN878,Ida,8,12.5,"Barra Private, Itanhangá Golf Club, Marina Barra Clube, Metrô Jardim Oceânico, Poeta Khalil Gibran, Praça do Aleijadinho, Praça Senador Melo Viera, Waldemar Falcão"
645,Volta,64,2334,Volta,13,20.31,"Barra Private, BarraShopping - Américas, Centro Empresarial BarraShopping, Coronel Paulo Malta Rezende, Dalcidio Jurandir, Downtown, Evandro Lins e Silva, Freeway, Jornalista Tim Lopes, José Leal da Silva, Metrô Jardim Oceânico, Senador Generoso Ponce, VillageMall"
645,Volta,64,2335,Volta,13,20.31,"Barra Private, BarraShopping - Américas, Centro Empresarial BarraShopping, Coronel Paulo Malta Rezende, Dalcidio Jurandir, Downtown, Evandro Lins e Silva, Freeway, Jornalista Tim Lopes, José Leal da Silva, Metrô Jardim Oceânico, Senador Generoso Ponce, VillageMall"
645,Volta,64,2337,Volta,13,20.31,"Barra Private, BarraShopping - Américas, Centro Empresarial BarraShopping, Coronel Paulo Malta Rezende, Dalcidio Jurandir, Downtown, Evandro Lins e Silva, Freeway, Jornalista Tim Lopes, José Leal da Silva, Metrô Jardim Oceânico, Senador Generoso Ponce, VillageMall"
645,Volta,64,2802,Volta,11,17.19,"BarraShopping - Américas, Centro Empresarial BarraShopping, Coronel Paulo Malta Rezende, Dalcidio Jurandir, Downtown, Evandro Lins e Silva, Freeway, Jornalista Tim Lopes, José Leal da Silva, Senador Generoso Ponce, VillageMall"
645,Volta,64,2802,Ida,1,1.56,Barra Private
645,Volta,64,2804,Volta,13,20.31,"Barra Private, BarraShopping - Américas, Centro Empresarial BarraShopping, Coronel Paulo Malta Rezende, Dalcidio Jurandir, Downtown, Evandro Lins e Silva, Freeway, Jornalista Tim Lopes, José Leal da Silva, Metrô Jardim Oceânico, Senador Generoso Ponce, VillageMall"
645,Volta,64,2338,Volta,13,20.31,"Barra Private, BarraShopping - Américas, Centro Empresarial BarraShopping, Coronel Paulo Malta Rezende, Dalcidio Jurandir, Downtown, Evandro Lins e Silva, Freeway, Jornalista Tim Lopes, José Leal da Silva, Metrô Jardim Oceânico, Senador Generoso Ponce, VillageMall"
645,Volta,64,217,Ida,1,1.56,Heitor Beltrão
645,Volta,64,217,Volta,1,1.56,Conde de Itaguaí
645,Volta,64,220,Volta,16,25,"Alves de Brito, Ary Kerner, BRS 2,5,7,I: Saens Peña I, Cascata, Clóvis Bevilaqua, Colégio Marista São José, Conde de Itaguaí, Dona Delfina, Hospital São Francisco, Igreja Nossa Senhora da Conceição, Metrô Uruguai, Natalina, Pinto de Figueiredo, Radmaker, Santa Carolina, São Rafael"
645,Volta,64,229,Volta,15,23.44,"Alves de Brito, Ary Kerner, BRS 2,5,7,I: Saens Peña I, Clóvis Bevilaqua, Colégio Marista São José, Conde de Itaguaí, Dona Delfina, Hospital São Francisco, Igreja Nossa Senhora da Conceição, Metrô Uruguai, Natalina, Pinto de Figueiredo, Radmaker, Santa Carolina, São Rafael"
645,Volta,64,415,Volta,16,25,"Alves de Brito, Ary Kerner, BRS 2,5,7,I: Saens Peña I, Cascata, Clóvis Bevilaqua, Colégio Marista São José, Conde de Itaguaí, Dona Delfina, Hospital São Francisco, Igreja Nossa Senhora da Conceição, Metrô Uruguai, Natalina, Pinto de Figueiredo, Radmaker, Santa Carolina, São Rafael"
645,Volta,64,SN415,Volta,15,23.44,"Alves de Brito, Ary Kerner, BRS 2,5,7,I: Saens Peña I, Clóvis Bevilaqua, Colégio Marista São José, Conde de Itaguaí, Dona Delfina, Hospital São Francisco, Igreja Nossa Senhora da Conceição, Metrô Uruguai, Natalina, Pinto de Figueiredo, Radmaker, Santa Carolina, São Rafael"
645,Volta,64,426,Volta,16,25,"Alves de Brito, Ary Kerner, BRS 2,5,7,I: Saens Peña I, Cascata, Clóvis Bevilaqua, Colégio Marista São José, Conde de Itaguaí, Dona Delfina, Hospital São Francisco, Igreja Nossa Senhora da Conceição, Metrô Uruguai, Natalina, Pinto de Figueiredo, Radmaker, Santa Carolina, São Rafael"
645,Volta,64,603,Volta,11,17.19,"Alves de Brito, Clóvis Bevilaqua, Conde de Itaguaí, Dona Delfina, Heitor Beltrão, Metrô Uruguai, Natalina, Pinto de Figueiredo, Ponto Final: Saens Peña :: 603, 626, 645, Radmaker, São Rafael"
645,Volta,64,603,Ida,1,1.56,"Ponto Final: Saens Peña :: 603, 626, 645"
645,Volta,64,608,Volta,2,3.12,"Conde de Itaguaí, Heitor Beltrão"
645,Volta,64,626,Volta,1,1.56,"Ponto Final: Saens Peña :: 603, 626, 645"
645,Volta,64,626,Ida,3,4.69,"Conde de Itaguaí, Heitor Beltrão, Ponto Final: Saens Peña :: 603, 626, 645"
645,Volta,64,448,Ida,4,6.25,"Açude, CMS Nicola Albano, Gávea Pequena, Paróquia Nossa Sra. da Luz"
645,Volta,64,448,Volta,12,18.75,"Açude, Biguá, Capitão Campos, CMS Nicola Albano, EDI José da Silva Araújo, Furnas, Furnas, 1805, Gávea Pequena, José Botelho Souza, Mata Machado, Paróquia Nossa Sra. da Luz, Tijuaçu"
645,Volta,64,553,Volta,13,20.31,"Barra Private, BarraShopping - Américas, Centro Empresarial BarraShopping, Coronel Paulo Malta Rezende, Dalcidio Jurandir, Downtown, Evandro Lins e Silva, Freeway, Jornalista Tim Lopes, José Leal da Silva, Metrô Jardim Oceânico, Senador Generoso Ponce, VillageMall"
645,Volta,64,SN554,Volta,13,20.31,"Barra Private, BarraShopping - Américas, Centro Empresarial BarraShopping, Coronel Paulo Malta Rezende, Dalcidio Jurandir, Downtown, Evandro Lins e Silva, Freeway, Jornalista Tim Lopes, José Leal da Silva, Metrô Jardim Oceânico, Senador Generoso Ponce, VillageMall"
645,Volta,64,SPA550,Ida,8,12.5,"Barra Private, Itanhangá Golf Club, Marina Barra Clube, Metrô Jardim Oceânico, Poeta Khalil Gibran, Praça do Aleijadinho, Praça Senador Melo Viera, Waldemar Falcão"
645,Volta,64,957,Ida,2,3.12,"Barra Private, Metrô Jardim Oceânico"
645,Volta,64,990,Volta,13,20.31,"Barra Private, BarraShopping - Américas, Centro Empresarial BarraShopping, Coronel Paulo Malta Rezende, Dalcidio Jurandir, Downtown, Evandro Lins e Silva, Freeway, Jornalista Tim Lopes, José Leal da Silva, Metrô Jardim Oceânico, Senador Generoso Ponce, VillageMall"
645,Volta,64,552,Volta,2,3.12,"Barra Private, Metrô Jardim Oceânico"
645,Volta,64,554,Volta,13,20.31,"Barra Private, BarraShopping - Américas, Centro Empresarial BarraShopping, Coronel Paulo Malta Rezende, Dalcidio Jurandir, Downtown, Evandro Lins e Silva, Freeway, Jornalista Tim Lopes, José Leal da Silva, Metrô Jardim Oceânico, Senador Generoso Ponce, VillageMall"
645,Volta,64,558,Ida,8,12.5,"Barra Private, Itanhangá Golf Club, Marina Barra Clube, Metrô Jardim Oceânico, Poeta Khalil Gibran, Praça do Aleijadinho, Praça Senador Melo Viera, Waldemar Falcão"
645,Volta,64,881,Volta,1,1.56,BarraShopping - Américas
645,Volta,64,301,Ida,62,96.88,"Açude, Alves de Brito, Amado Nervo, Ary Kerner, Barra Private, BarraShopping - Américas, Biguá, BRS 2,5,7,I: Saens Peña I, Capitão Campos, Casa do Alto, Cascata, Centro Empresarial BarraShopping, Clóvis Bevilaqua, CMS Nicola Albano, Colégio Marista São José, Conde de Itaguaí, Coronel Paulo Malta Rezende, Curva do Violão, Dalcidio Jurandir, Dona Delfina, Doutor Catrambi, Downtown, EDI José da Silva Araújo, Ernani Agrícola, Escola Municipal Mário Faccini, Estrada Velha da Tijuca, Evandro Lins e Silva, Freeway, Furnas, Furnas, 1805, Furnas, 3800, Gávea Pequena, Hospital São Francisco, Igreja Nossa Senhora da Conceição, Itanhangá Golf Club, Jacamim, Jornalista Tim Lopes, José Botelho Souza, José Leal da Silva, Marina Barra Clube, Mata Machado, Metrô Jardim Oceânico, Metrô Uruguai, Muçu, Natalina, Palácio do Alto, Paróquia Nossa Sra. da Luz, Pinto de Figueiredo, Poeta Khalil Gibran, Praça Afonso Viseu, Praça do Aleijadinho, Praça Senador Melo Viera, Radmaker, Raimundo Castro Maia, Santa Carolina, São Miguel, São Rafael, Senador Generoso Ponce, Terminal Alvorada :: Plataforma D13, Tijuaçu, VillageMall, Waldemar Falcão"
645,Volta,64,301,Volta,1,1.56,Terminal Alvorada :: Plataforma D13
645,Volta,64,606,Ida,1,1.56,Heitor Beltrão
645,Volta,64,606,Volta,1,1.56,Conde de Itaguaí
645,Volta,64,SN634,Volta,1,1.56,Heitor Beltrão
645,Volta,64,635,Volta,1,1.56,Heitor Beltrão
645,Volta,64,SP635,Volta,1,1.56,Heitor Beltrão
645,Volta,64,548,Ida,13,20.31,"Barra Private, BarraShopping - Américas, Centro Empresarial BarraShopping, Coronel Paulo Malta Rezende, Dalcidio Jurandir, Downtown, Evandro Lins e Silva, Freeway, Jornalista Tim Lopes, José Leal da Silva, Metrô Jardim Oceânico, Senador Generoso Ponce, VillageMall"
301,Ida,74,955,Ida,1,1.35,BarraShopping - Américas
301,Ida,74,805,Ida,1,1.35,Barra Private
301,Ida,74,238,Volta,3,4.05,"BRS 1,2,4,5,6,I: Barão de Ubá, BRS 1,2,4,5,6,I: Domício da Gama, BRS 1,2,4,5,6,I: Matoso"
301,Ida,74,SN238,Volta,1,1.35,"BRS 1,2,4,5,6,I: Barão de Ubá"
301,Ida,74,239,Volta,3,4.05,"BRS 1,2,4,5,6,I: Barão de Ubá, BRS 1,2,4,5,6,I: Domício da Gama, BRS 1,2,4,5,6,I: Matoso"
301,Ida,74,SPB550,Ida,8,10.81,"Barra Private, Itanhangá Golf Club, Marina Barra Clube, Metrô Jardim Oceânico, Poeta Khalil Gibran, Praça do Aleijadinho, Praça Senador Melo Viera, Waldemar Falcão"
301,Ida,74,SV692,Volta,1,1.35,BarraShopping - Américas
301,Ida,74,SV692,Ida,1,1.35,BarraShopping - Américas
301,Ida,74,621,Volta,2,2.7,"BRS 1,2,5,6,7,I: Carmela Dutra, BRS 1,2,5,6,7,I: Conselheiro Zenha"
301,Ida,74,624,Ida,1,1.35,Francisco Eugênio
301,Ida,74,634,Ida,5,6.76,"BRS 1,2,4,5,6,I: Barão de Ubá, BRS 1,2,4,5,6,I: Domício da Gama, BRS 1,2,4,5,6,I: Matoso, Francisco Eugênio, Joaquim Palhares"
301,Ida,74,711,Volta,3,4.05,"BRS 1,2,4,5,6,I: Barão de Ubá, BRS 1,2,4,5,6,I: Domício da Gama, BRS 1,2,4,5,6,I: Matoso"
